contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard,seat,kidsfacility,firstmenu,treatmenu,smoking,packing,infocenterfood,scalefood,parkingfood,opendatefood,opentimefood,restdatefood,discountinfofood,chkcreditcardfood,reservationfood,lcnsno,scale,usefee,discountinfo,spendtime,parkingfee,infocenterculture,accomcountculture,usetimeculture,restdateculture,parkingculture,chkbabycarriageculture,chkpetculture,chkcreditcardculture,sponsor1,sponsor1tel,sponsor2,sponsor2tel,eventenddate,playtime,eventplace,eventhomepage,agelimit,bookingplace,placeinfo,subevent,program,eventstartdate,usetimefestival,discountinfofestival,spendtimefestival,festivalgrade,progresstype,festivaltype,saleitem,saleitemcost,fairday,opendateshopping,shopguide,culturecenter,restroom,infocentershopping,scaleshopping,restdateshopping,parkingshopping,chkbabycarriageshopping,chkpetshopping,chkcreditcardshopping,opentime,distance,schedule,taketime,theme,roomcount,roomtype,refundregulation,checkintime,checkouttime,chkcooking,seminar,sports,sauna,beauty,beverage,karaoke,barbecue,campfire,bicycle,fitness,publicpc,publicbath,subfacility,foodplace,reservationurl,pickup,infocenterlodging,parkinglodging,reservationlodging,scalelodging,accomcountlodging,openperiod,reservation,infocenterleports,scaleleports,accomcountleports,restdateleports,usetimeleports,usefeeleports,expagerangeleports,parkingleports,parkingfeeleports,chkbabycarriageleports,chkpetleports,chkcreditcardleports
3414171,12,0,0,0,부산광역시  북구청 문화체육과 051-309-4062,,연중무휴,,,,,상시 개방,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129140,12,0,0,0,광안리 관광안내소 051-610-4848,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134949,39,,,,,,,,,,,,,,,,,0,코스요리,탕수육 / 라조육 / 꿔바로우 / 오향장육 등,모두 금연석,,"051-555-4987<br>
051-552-2074",,가능<br>요금 (무료),,11:30~21:30 (준비 시간 14:40~17:00),"매월 둘째 주, 넷째 주 월요일",,가능,전화 예약 문의 (051-555-4987),20030134696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778487,39,,,,,,,,,,,,,,,,,0,복조림,철판복불고기 / 복어포튀김 / 복물회 등,,,051-742-3600,,가능,,[금수복국]<br>상시 개방<br>[복어요리전문점]<br>- 11:00~22:00<br>- 준비 시간 15:00~17:00<br>- 점심 마지막 주문 13:00 / 저녁 마지막 주문 20:30,연중무휴,,없음,,19910141005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298111,12,0,0,0,051-467-3316,,연중무휴,,,,,상시 개방,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298112,12,0,0,0,051-501-6300,,연중무휴,,,,,상시 개방,가능,불가,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130383,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,※ 프로그램 별로 상이하므로 홈페이지 참고,,,,051-581-9071,,※ 프로그램 별로 상이하므로 홈페이지 참고,주말 / 공휴일,가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126028,12,0,0,0,부산국가지질공원 051-888-3637,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027098,12,0,0,0,부산 금정구청 문화관광과 051-519-4092,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026941,39,,,,,,,,,,,,,,,,,0,,,,,051-583-0222,,가능,,10:00~15:00,매주 토요일~일요일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616370,39,,,,,,,,,,,,,,,,,0,토종 흑염소 숯불구이,생오리 숯불구이 / 상황버섯 한방오리백숙 / 토종닭볶음 등,,가능,0507-1494-5288,,가능,1979-11-07,10:00~22:00,연중무휴,,가능,,19950147240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643873,12,0,0,0,금정구청 문화관광과 051-519-4085,,점포별 상이,,,,,점포별 상이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850093,39,,,,,,,,,,,,,,,,,0,한우 점심특선,한우 생갈비 / 한우 등심 / 한우 수육 등,모두 금연석,,051-809-2100,,가능,1950년,11:00~22:00 (마지막 주문 20:50),연중무휴,,,전화 예약 가능 (051-809-2100),19820131021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922520,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.49km,기타,5시간,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872474,39,,,,,,,,,,,,,,,,,0,오직전복죽,특전복죽 / 전복미역국 / 신신해산물 등,,가능,0507-1491-0272,,가능,,[평일]<br>- 10:00~20:00<br>- 준비시간 15:30~16:30<br>- 마지막 주문 19:10<br>[주말]<br>- 10:00~20:30<br>- 준비시간 16:00~17:00<br>- 마지막 주문 19:40,연중무휴,,가능,,20200156845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130380,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,※ 프로그램마다 상이하므로 전화문의 요망,,,,051-724-2224,,09:00~18:00,매주 주말 / 법정공휴일,가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860868,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기장붕장어축제추진위원회,051-721-8050,,,20251026,10:00~21:00,칠암붕장어마을,,,,,,,20251024,"무료(일부 체험프로그램 유료 3,000~10,000)",,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953936,12,0,0,0,051-721-3287,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849887,39,,,,,,,,,,,,,,,,,0,대구뽈찜,,모두 금연석,가능(일부 메뉴),051-627-4319,,불가능,,11:30~21:00,연중무휴,,가능,전화 예약 가능 (051-627-4319),20000137318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789451,39,,,,,,,,,,,,,,,,,0,어(魚) 미역 국수 전골,닭 국수 전골 / 만두 국수 전골 / 이북식 닭무침,,,051-553-4012,,불가능,,- 11:00~21:30<br>- 준비시간 15:00~17:00<br>- 마지막 주문 20:30,연중무휴,,없음,,20090134532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554070,12,0,0,0,깡깡이 예술마을 안내센터 051-418-3336,2016년,매주 월요일,깡깡이 해상투어 / 깡깡이 마을투어 / 깡깡이 통합투어 등,,,,"[주말]<br>
- 깡깡이 해상투어 13:00 / 14:00 / 15:00<br>
- 깡깡이 마을투어 14:20<br>
- 깡깡이 통합투어 14:00",불가능,,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850121,39,,,,,,,,,,,,,,,,,0,아나고 회,장어구이 / 모둠회 / 매운탕/ 마리고,모두 금연석,가능(일부 메뉴),0507-1372-1547,,가능<br>요금 (무료),,09:00~20:30 (마지막 주문 19:30),"매월 둘째 주 월요일(일요일 2번 지난 월요일), 넷째 주 월요일(일요일 4번 지난 월요일)",,가능,전화 예약 가능 (051-727-1427),19750156005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783360,39,,,,,,,,,,,,,,,,,0,광안리 바다 크루아상,바질토마토 맘모스 / 소금빵 / 아메리카노 등,,가능,0507-1447-2773,,불가능,,- 11:00~17:00<br>- 마지막 주문 16:55,매주 월요일~화요일,,,,20190152003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859101,39,,,,,,,,,,,,,,,,,0,나가하마라멘,나가하마라멘 교자세트 / 야끼라멘 / 오분야끼교자 등,,가능,051-731-0886,,불가능,,[평일]<br>- 11:00~20:30<br>- 준비시간 15:30~16:30<br>- 점심 마지막 주문 15:00 / 저녁 마지막 주문 20:00<br>[주말]<br>- 11:00~20:30<br>- 저녁 마지막 주문 20:00,연중무휴,,가능,가능(캐치테이블예약),20170142458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444416,39,,,,,,,,,,,,,,,,,0,돼지곰탕,"특돼지곰탕, 고기칼국수, 칼국수",,포장 가능합니다.,0507-1383-4882,,주차는 W스퀘어 상가주차장 1시간 30분 지원.,,11:30 ~ 21:00  (15:00~17:00 브레이크 타임) / (20:30 라스트오더),연중무휴,,"지역화폐 (카드현), 지역화폐 (모바일형), 제로 페이",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783344,12,0,0,0,051-294-2135,,"매주 월요일, 화요일",,,,,"[수요일(물금↔대동]<br>
- 1항차 (출발) 11:00~(도착) 11:50<br>
- 2항차 (출발) 13:30~(도착) 14:20<br>
<br>
[목요일~일요일(을숙도 일원)]<br>
- 1항차 (출발) 10:30~(도착) 11:20<br>
- 2항차 (출발) 13:00~(도착) 13:40<br>
- 3항차 (출발) 14:30~(도착) 15:20<br>
- 4항차 (출발) 16:00~(도착) 16:50<br>
<br>
[수요일~일요일(화명↔물금)]<br>
- 1항차 (출발) 10:30~(도착) 11:30<br>
- 2항차 (출발) 13:00~(도착) 14:00<br>
- 3항차 (출발) 14:30~(도착) 15:30<br>
- 4항차 (출발) 16:00~(도착) 17:00<br>
※ 11월~3월 철새보호로 을숙도 운항 불가하여 화명 운항<br>
※ 기상상황 및 점검일정에 따라 탐방선 운영이 중단될 수 있음",가능<br>요금 (10분 당 100원),없음,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554141,12,0,0,0,051-292-1042,,매주 월요일 / 설날·추석 당일 / 1월 1일,,,,,09:30~17:30,가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903049,39,,,,,,,,,,,,,,,,,0,오리코스,오리간장양념구이 / 유황 오리탕 / 유황소금구이 등,,,0507-1339-8873,,가능,,11:00~21:00,연중무휴,,,,20000149086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614714,12,0,0,0,"부산광역시청 낙동관리본부 051-209-2000<br>
부산광역시청 환경정책과 051-888-3636",,- 낙동강 에코센터 매주 월요일<br>- 아미산전망대 매주 월요일<br>- 낙동강 생태탐방선 매주 월요일~화요일,,,,,"- 낙동강하구 에코센터 09:00~18:00 (입장 마감 17:00)<br>
- 을숙도 철새공원 08:00~20:00<br>
- 아미산 전망대 09:00~18:00<br>
- 낙동강 생태탐방선 09:30~17:00",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027444,12,0,0,0,051-714-1890,,매주 월요일,,,,,09:30~17:00,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846830,12,0,0,0,1544-7788,,연중무휴,,,,,※ 자세한 사항은 홈페이지 참조,가능,없음,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944336,12,0,0,0,051-802-2205,,※ 전화 문의 후 방문 요망,,,,,※ 전화 문의 후 방문 요망,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788830,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,과채류 / 육류 등,,,,약 300여평,,있음,010-8538-1206,,매주 일요일,가능<br>요금 (시장 이용객 무료),,,가능,05:00~21:00<br>※ 점포별로 상이함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942299,12,0,0,0,부산광역시 동구 문화관광과 051-440-4064,,연중무휴,,,,,상시 개방,불가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574250,39,,,,,,,,,,,,,,,,,0,짜장면,짬뽕 / 탕수육 / 유산슬 등,모두 금연석,가능,051-897-3007,,,,11:30~22:00 (준비시간 16:00~17:00),연중무휴,,가능,전화 예약 문의 (051-897-3007),20060131437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303784,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,활어 / 건어물 / 의류 / 잡화 / 과일 / 채소 / 수산물 등,,,,,,있음,051-624-9646,,※ 점포별로 상이함,가능,없음,,가능,※ 점포별로 상이함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818714,39,,,,,,,,,,,,,,,,,0,팥빙수,단팥죽 / 아메리카노 / 식혜 등,,,051-625-5544,,가능,,10:00~22:00,연중무휴,,,,20150152068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868507,39,,,,,,,,,,,,,,,,,0,차돌박이비빔국수,비빔국수 / 국수 / 칼국수 등,,,0507-1407-0372,,가능,,- 11:30~21:00<br>- 마지막 주문 20:20,매주 월요일,,,,20210152734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872199,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산 남구청 관광체육과 051-607-4824,,,연중무휴,상기 개방,,,가능,,,,
132187,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,종합시장,,,1988년 7월 11일,,,완비,051-713-8200,,"매월 둘째, 넷째 화요일",가능,,,가능,10:00~22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986063,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,건어물 / 멸치 / 김 / 미역 / 다시마 / 오징어,,,1960년대,,,,051-254-3311,,연중무휴,가능,,,,08:00~19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942298,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,농산물 / 수산물 / 생필품 / 잡화 등,,,,,,있음,051-414-9500,,연중무휴,가능,없음,,없음,※ 매장마다 상이함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853012,39,,,,,,,,,,,,,,,,,0,아인슈페너,낭송와플 / 아메리카노 / 낭송요거트 / 밀크티라떼 / 복숭아아이스티 등,,가능,010-4786-4873,,가능 <br>요금 (무료),,주중 12:00~18:00 (라스트오더 17:30)<br>주말 11:00~19:00 (라스트오더 18:30),연중무휴,,가능,,20190149203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777057,12,0,0,0,"내원정사 051-242-0691
템플스테이 051-254-3503",,연중무휴,템플스테이 / 불교대학 / 여름불교학교 등,,,,08:00~21:00,가능,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470558,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2892757,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112실,스탠다드 트윈 / 스위트 트윈 시티뷰 / 디럭스 트윈 등,,15:00,11:00,불가능,1,0,0,0,1,0,0,0,0,0,0,0,,레스토랑 / 카페,,,051-462-7700,가능,,,,,,,,,,,,,,,,,
2836431,39,,,,,,,,,,,,,,,,,0,휘낭시에,까눌레 / 땅콩버터 슈페너 / 수제 카이막 등,,가능,070-4114-8232,,가능,,11:00~23:00 (마지막 주문 22:00),연중무휴<br>※ 변동될 수 있으므로 전화문의 요망,,가능,전화 문의,20180126208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867934,12,0,0,0,051-970-4061,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840883,39,,,,,,,,,,,,,,,,,0,한우꽃등심,함박스테이크 / 힌우양념갈비 / 전복 왕갈비탕 등,,가능,051-715-3133,,가능,,11:00~21:30,연중무휴,,가능,가능(전화 문의),20170149454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763856,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,약 1시간,,051-601-6400,,"[북카페, 갤러리]<br>
화요일~토요일 09:30~17:30<br>
[스포츠 용품 및 전통놀이]<br>
화요일~금요일 16:00~17:30<br>
토요일 09:30~17:30<br>
일요일 13:00~17:30<br>",매주 월요일 / 공휴일 / 임시 공휴일,가능 (공영주차장),없음,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918263,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,,051-743-1974~5,,09:00~18:00(입장마감 17:00),매월 첫째 주 월요일,가능<br>요금 (10분 당 300원),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532715,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,양실,온라인 예약 시 해당 업체의 환불 규정에 따름,15:00,11:00,가능,0,0,0,0,0,0,1,1,0,0,0,0,루프탑,,https://map.naver.com/p/entry/place/1531057256,불가,0507-1320-7178,불가,"가능(네이버예약, 에어비앤비, 여기어때예약)","방2(퀸 침대2) / 욕실2 / 엘리베이터, 테라스, 루프탑",,,,,,,,,,,,,,,
2867762,39,,,,,,,,,,,,,,,,,0,수육백반,모듬국밥 / 돼지국밥 / 수육 등,,,051-863-6997,,불가능,,- 10:00~21:00<br>- 준비시간 15:00~17:00<br>- 마지막 주문 20:30,매주 월요일,,,,19890131210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784351,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,수산물 / 식품 등,,,,,,있음,051-262-0180,,점포별 상이,가능,,,가능,11:00~21:00 (점포별 상이),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769761,12,0,0,0,051-220-5897,,매주 월요일,체험분수 : 주간 물놀이 분수 / 야간 체험 분수,,,,"[봄·여름(4~8월)]<br>
- 평일 20:00~20:20<br>
- 주말 20:00~20:20 / 21:00~21:20<br>
[가을(9~10월)]<br>
- 평일 19:30~19:50<br>
- 주말 19:30~19:50 / 20:30~20:50<br>
[주간 물놀이분수(5월~9월)]<br>
- 14:00 / 15:00 / 16:00 / 17:00 (매 정각마다 20분 운영)<br>
[야간 체험분수(4월~10월)]<br>
- 음악분수 1부 공연 종료 후 10분 (2부 후에는 미운영)",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785275,39,,,,,,,,,,,,,,,,,0,전복양송이솥밥,전복새우문어솥밥 / 전복영양솥밥 / 와규스테이크솥밥 등,,,051-702-3130,,가능,,11:00~21:00,연중무휴,,,,20160141560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786008,39,,,,,,,,,,,,,,,,,0,바싹 찰떡구이,다온 미숫가루 / 아메리카노 / 나루페너 등,,가능,0507-1425-1772,,가능,,- 11:00~23:00<br>- 마지막 주문 22:50,연중무휴,,,,20200149884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850217,39,,,,,,,,,,,,,,,,,0,뽈뽈세트,대구뽈찜 / 대구뽈탕 / 대구뽈튀김 등,모두 금연석,,0507-1414-3804,,가능,,11:00~21:00 (준비시간 15:00~17:00),매주 일요일,,가능,,20020131861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889060,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5km,기타,5.5시간,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532630,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,양실,온라인 예약 시 해당 업체의 환불 규정에 따름,17:00,12:00,가능,0,0,0,0,0,0,0,0,0,0,0,0,,,https://www.airbnb.co.kr/rooms/1358316016671693674,불가,0507-1476-0871,가능(건물 진입로 무료 주차),가능(에어비앤비),,,,,,,,,,,,,,,,
2875837,12,0,0,0,051-749-4084,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942233,12,0,0,0,051-245-8781,,연중무휴,,,,,상시 개방,불가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
